Date Occurred ,Crime Description
2/09/2020 ,OBSTRUCTED REG/IMPROP DISPLAY      
2/10/2020 ,SPEEDING (RADAR)                   
2/17/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/04/2020 ,SPEEDING (RADAR)                   
2/05/2020 ,SPEEDING (RADAR)                   
2/05/2020 ,SPEEDING (SCHOOL ZONE)             
2/05/2020 ,SPEEDING (SCHOOL ZONE)             
2/03/2020 ,SPEEDING (RADAR)                   
2/15/2020 ,LOST DRIVERS LICENSE/PLATE         
2/16/2020 ,LOST ARTICLES                      
2/18/2020 ,BURGLARY FROM MOTOR VEHICLE        
2/17/2020 ,PED CROSS AT OTHER THAN CROSSWALK  
2/17/2020 ,PEDESTRIAN STOPS                   
2/19/2020 ,FIELD INTERVIEW                    
3/29/2020 ,MISSING PERSON ADULT/MALE          
3/25/2020 ,BATTERY-DOMESTIC                   
3/15/2020 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
3/15/2020 ,FIELD INTERVIEW                    
3/30/2020 ,THEFT-MOTOR VEHICLE                
3/31/2020 ,DEATH INVESTIGATION                
3/31/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
3/29/2020 ,BURGLARY FROM MOTOR VEHICLE        
5/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/30/2020 ,ACCIDENT HIT AND RUN               
5/28/2020 ,THEFT $500 AND UNDER               
6/04/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/04/2020 ,ACCIDENT HIT AND RUN               
6/04/2020 ,IMPOUNDED VEHICLE                  
5/31/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,BURGLARY                           
6/01/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/01/2020 ,FIELD INTERVIEW                    
6/02/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
5/29/2020 ,BATTERY-DOMESTIC                   
5/20/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/22/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/22/2020 ,NO FRONT PLATE                     
5/25/2020 ,IMPROPER LANE USAGE                
5/24/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
5/24/2020 ,IMPROPER USE OF SIGNAL             
5/24/2020 ,SPEEDING (RADAR)                   
6/04/2020 ,BATTERY-AGGRAVATED                 
3/23/2020 ,ASSIST SICK & INJURED              
2/24/2020 ,THEFT OVER $500                    
3/23/2020 ,UNLAWFUL RESTRAINT                 
3/23/2020 ,BATTERY                            
3/23/2020 ,INTERFER W/REPORT DOM VIOLENCE     
3/23/2020 ,BATTERY-DOMESTIC                   
3/23/2020 ,ASSAULT-AGGRAVATED                 
3/11/2020 ,LOST DRIVERS LICENSE/PLATE         
3/20/2020 ,DECEPTIVE PRACTICES                
3/23/2020 ,BATTERY-DOMESTIC                   
3/22/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/22/2020 ,FIELD INTERVIEW                    
2/15/2020 ,FIELD INTERVIEW                    
2/15/2020 ,CRISIS INTERVEN. - SUICIDE IDEATION
3/17/2020 ,ACCIDENT INVOLVING OTHER CITY PROP 
3/17/2020 ,TRAFFIC SIGNAL VIOLATION           
3/17/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/26/2020 ,TRAFFIC SIGNAL VIOLATION           
3/26/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
3/26/2020 ,ACCIDENT INVOLVING INJURY          
3/27/2020 ,BATTERY-DOMESTIC                   
3/27/2020 ,BATTERY-DOMESTIC                   
3/28/2020 ,THEFT-RETAIL                       
3/28/2020 ,THEFT $500 AND UNDER               
3/28/2020 ,ASSIST SICK & INJURED              
3/11/2020 ,FIELD INTERVIEW                    
3/24/2020 ,FIELD INTERVIEW                    
3/19/2020 ,PEDESTRIAN STOPS                   
3/28/2020 ,SUICIDE THREAT-NO ATTEMPT          
4/25/2020 ,THEFT-RETAIL                       
5/29/2020 ,SUICIDE ATTEMPT/DRUGS              
5/29/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
4/01/2020 ,THEFT-IDENTITY                     
6/02/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/02/2020 ,ACCIDENT HIT AND RUN               
6/04/2020 ,THEFT $500 AND UNDER               
6/04/2020 ,NO LIGHT ON BICYCLE                
6/04/2020 ,IMPROPER LANE USAGE                
6/04/2020 ,FOUND ARTICLES                     
5/26/2020 ,CRIMINAL DAMAGE TO PROPERTY        
6/04/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/04/2020 ,ACCIDENT HIT AND RUN               
6/04/2020 ,ACCIDENT ON PRIVATE PROPERTY       
6/03/2020 ,FOUND ARTICLES                     
5/26/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/26/2020 ,ACCIDENT HIT AND RUN               
5/31/2020 ,TRAFFIC SIGNAL VIOLATION           
5/31/2020 ,ACCIDENT INVOLVING INJURY          
6/03/2020 ,BATTERY-AGGRAVATED                 
6/03/2020 ,THEFT $500 AND UNDER               
6/03/2020 ,BATTERY-DOMESTIC                   
6/04/2020 ,CRIMINAL DAMAGE TO PROPERTY        
6/04/2020 ,BATTERY-DOMESTIC                   
6/04/2020 ,BATTERY-DOMESTIC                   
5/27/2020 ,OTHER TROUBLE/INFO RPT             
6/06/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/27/2020 ,BATTERY-DOMESTIC                   
6/08/2020 ,BURGLARY FROM MOTOR VEHICLE        
2/13/2020 ,FAILURE TO YIELD PRIVATE ROAD      
2/11/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/11/2020 ,TRAFFIC SIGNAL VIOLATION           
2/15/2020 ,ACCIDENT INVOLVING INJURY          
2/15/2020 ,TRAFFIC SIGNAL VIOLATION           
2/09/2020 ,EXPIRED REGISTRATION               
2/09/2020 ,OBSTRUCTED REG/IMPROP DISPLAY      
2/09/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
1/30/2020 ,IMPROPER LIGHTING/ONE HEADLIGHT    
1/30/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
2/16/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/16/2020 ,FAILURE TO YIELD FROM STOP SIGN    
1/31/2020 ,CRUELTY TO ANIMALS                 
2/17/2020 ,ASSIST SICK & INJURED              
2/15/2020 ,BATTERY-DOMESTIC                   
2/15/2020 ,BATTERY-DOMESTIC                   
2/05/2020 ,SPEEDING (RADAR)                   
2/12/2020 ,ACCIDENT INVOLVING NON-INJURY      
2/12/2020 ,FAILURE TO YIELD PRIVATE ROAD      
2/04/2020 ,SPEEDING (RADAR)                   
2/17/2020 ,ROBBERY-AGGRAVATED                 
2/17/2020 ,FORGERY                            
2/15/2020 ,BATTERY-DOMESTIC                   
2/15/2020 ,BATTERY-DOMESTIC                   
3/12/2020 ,FAILURE TO SIGNAL                  
3/24/2020 ,THEFT-MOTOR VEHICLE                
3/26/2020 ,VOID FILE NUMBER                   
3/23/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/26/2020 ,BURGLARY RESIDENTIAL               
1/15/2020 ,BURGLARY FROM MOTOR VEHICLE        
2/16/2020 ,EXPIRED REGISTRATION               
2/16/2020 ,DRIVING UNDER SUSPENDED LICENSE    
3/12/2020 ,SPEEDING (RADAR)                   
3/12/2020 ,DRIVING UNDER REVOKED LICENSE      
3/12/2020 ,DRIVING WITHOUT LIGHTS             
3/06/2020 ,KEEPING DANGEROUS ANIMALS          
3/06/2020 ,VICIOUS ANIMALS PROHIBITED         
3/26/2020 ,IMPOUNDED VEHICLE                  
3/26/2020 ,ACCIDENT INVOLVING INJURY          
3/26/2020 ,IMPROPER LANE USAGE                
3/26/2020 ,DRIVING UNDER REVOKED LICENSE      
3/26/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
3/24/2020 ,CRISIS INTERVEN. - OTHER           
3/24/2020 ,FIELD INTERVIEW                    
3/23/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/23/2020 ,FIELD INTERVIEW                    
3/23/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/24/2020 ,BATTERY                            
3/17/2020 ,THEFT OF LOST/MISLAID PROPERTY     
3/17/2020 ,FRAUD-CREDIT CARD                  
3/28/2020 ,BATTERY-DOMESTIC                   
3/28/2020 ,BATTERY-DOMESTIC                   
3/28/2020 ,ARMED VIOLENCE                     
3/28/2020 ,UNLAWFUL POSS/USE WEAPON BY FELON  
3/28/2020 ,DELIVERY CONTROLLED SUB            
3/28/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
3/28/2020 ,USE OF FORCE BY OFFICER            
3/28/2020 ,AGG DISCHARGE OF FIREARM           
2/17/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
2/18/2020 ,OTHER TROUBLE/INFO RPT             
2/18/2020 ,BATTERY-DOMESTIC                   
2/18/2020 ,BATTERY-DOMESTIC                   
3/09/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
3/24/2020 ,DEATH INVESTIGATION                
3/19/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/24/2020 ,BATTERY-AGGRAVATED                 
3/24/2020 ,BATTERY-DOMESTIC                   
3/24/2020 ,BATTERY-DOMESTIC                   
3/21/2020 ,HEROIN OVERDOSE                    
3/24/2020 ,VIOLATION ORDER PROTECTION         
3/26/2020 ,FOUND ARTICLES                     
3/23/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/23/2020 ,FAILURE TO REDUCE SPEED            
3/26/2020 ,EXPIRED REGISTRATION               
3/26/2020 ,TRAFFIC SIGNAL VIOLATION           
3/26/2020 ,ACCIDENT INVOLVING INJURY          
3/27/2020 ,BATTERY-DOMESTIC                   
3/19/2020 ,FIELD INTERVIEW                    
3/24/2020 ,FIELD INTERVIEW                    
3/27/2020 ,DEATH INVESTIGATION                
3/02/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/02/2020 ,IMPROPER TURN AT INTERSECTION      
3/30/2020 ,AGG DISCHARGE OF FIREARM           
3/29/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/31/2020 ,FIELD INTERVIEW                    
3/31/2020 ,WARRANT-IN STATE                   
4/01/2020 ,VIOLATION OF BAIL BOND             
11/03/2020,ACCIDENT HIT AND RUN               
11/03/2020,OPERATE UNINSURED MOTOR VEHICLE    
11/03/2020,LEAVING THE SCENE OF AN ACCIDENT   
11/03/2020,IMPROPER LANE USAGE                
11/04/2020,ACCIDENT INVOLVING NON-INJURY      
11/04/2020,ACCIDENT ON PRIVATE PROPERTY       
11/04/2020,ACCIDENT HIT AND RUN               
11/06/2020,MISSING PERSON ADULT/FEMALE        
9/24/2020 ,ANIMAL - MISC CALLS                
9/24/2020 ,DISTURBING PEACE - BARKING DOG     
9/24/2020 ,DOGS RUNNING AT LARGE              
11/07/2020,BATTERY                            
11/07/2020,SEXUAL ABUSE-CRIMINAL              
11/06/2020,CRIMINAL DAMAGE TO PROPERTY        
11/06/2020,CRISIS INTERVEN. - MENTAL ILLNESS  
11/06/2020,FIELD INTERVIEW                    
11/02/2020,SPEEDING (RADAR)                   
11/02/2020,FAILURE TO YIELD TURNING LEFT      
10/30/2020,D/L NOT ON PERSON                  
10/30/2020,EXPIRED REGISTRATION               
10/30/2020,SPEEDING (RADAR)                   
10/30/2020,TRAFFIC SIGN VIOLATION             
10/31/2020,DRIVING WITHOUT LIGHTS             
11/03/2020,BATTERY                            
11/03/2020,BATTERY                            
11/09/2020,BURGLARY FROM MOTOR VEHICLE        
11/09/2020,OTHER TROUBLE/INFO RPT             
11/09/2020,OTHER TROUBLE/INFO RPT             
11/04/2020,ACCIDENT INVOLVING NON-INJURY      
6/05/2020 ,VOID FILE NUMBER                   
5/31/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,THEFT OVER $500                    
5/31/2020 ,BURGLARY                           
5/31/2020 ,BURGLARY TOOLS-POSSESSION          
5/31/2020 ,BURGLARY                           
5/29/2020 ,LOST ARTICLES                      
6/04/2020 ,ACCIDENT INVOLVING INJURY          
6/04/2020 ,TRAFFIC SIGNAL VIOLATION           
6/02/2020 ,THEFT OVER $500                    
6/07/2020 ,ACCIDENT HIT AND RUN               
6/07/2020 ,HIT AND RUN                        
6/07/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/04/2020 ,DECEPTIVE PRACTICES                
6/09/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
7/24/2020 ,ACCIDENT INVOLVING INJURY          
7/24/2020 ,IMPROPER LANE USAGE                
7/24/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/24/2020 ,IMPROPER TURN AT INTERSECTION      
7/25/2020 ,TRAFFIC SIGNAL VIOLATION           
7/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/25/2020 ,FAILURE TO YIELD TURNING LEFT      
7/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/28/2020 ,BATTERY-DOMESTIC                   
7/28/2020 ,BATTERY-DOMESTIC                   
7/28/2020 ,IMPROPER LANE USAGE                
7/29/2020 ,ASSIST COUNTY POLICE               
7/30/2020 ,BURGLARY RESIDENTIAL               
7/31/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
3/28/2020 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
3/28/2020 ,SEXUAL-ASSAULT-CRIMINAL            
3/28/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/28/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/28/2020 ,ACCIDENT HIT AND RUN               
3/28/2020 ,DECEPTIVE PRACTICES                
4/01/2020 ,USE OF FORCE BY OFFICER            
4/01/2020 ,DOMESTIC DISPUTE                   
3/26/2020 ,BURGLARY RESIDENTIAL               
3/26/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,BURGLARY                           
1/01/2020 ,SEXUAL ABUSE-CRIMINAL              
6/03/2020 ,ASSAULT-AGGRAVATED                 
6/03/2020 ,ASSAULT-AGGRAVATED                 
6/05/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
6/05/2020 ,NO VALID DL LICENSE CLASSIFICATION 
6/05/2020 ,IMPOUNDED VEHICLE                  
5/23/2020 ,SPEEDING (RADAR)                   
5/23/2020 ,NO FRONT PLATE                     
5/24/2020 ,ELECTRONIC COMMUNICATION-TEXTING   
6/03/2020 ,POSSESSION STOLEN PROPERTY         
5/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
5/25/2020 ,ACCIDENT HIT AND RUN               
6/04/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/04/2020 ,ACCIDENT HIT AND RUN               
6/02/2020 ,ACCIDENT INVOLVING INJURY          
6/02/2020 ,FAILURE TO REDUCE SPEED            
6/04/2020 ,BATTERY-DOMESTIC                   
6/08/2020 ,FRAUD-CREDIT CARD                  
6/04/2020 ,FIELD INTERVIEW                    
6/04/2020 ,CRISIS INTERVEN. - DRUGS           
6/09/2020 ,ASSAULT-AGGRAVATED                 
6/09/2020 ,DOMESTIC DISPUTE                   
6/04/2020 ,NO FRONT PLATE                     
8/01/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/01/2020 ,ACCIDENT HIT AND RUN               
8/01/2020 ,IMPOUNDED VEHICLE                  
7/30/2020 ,OTHER TROUBLE/INFO RPT             
7/07/2020 ,FRAUD-CREDIT CARD                  
8/02/2020 ,BATTERY-AGG DOMESTIC               
8/02/2020 ,OTHER TROUBLE/INFO RPT             
8/02/2020 ,VEHICULAR HIJACKING                
8/02/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
8/02/2020 ,BATTERY-AGGRAVATED                 
8/02/2020 ,BATTERY-AGGRAVATED                 
8/02/2020 ,BATTERY-AGGRAVATED                 
8/01/2020 ,BATTERY-DOMESTIC                   
8/01/2020 ,BATTERY-DOMESTIC                   
7/31/2020 ,FAILURE TO YIELD TURNING LEFT      
7/31/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/24/2020 ,IMPROPER LANE USAGE                
8/03/2020 ,CRIMINAL DAMAGE TO PROPERTY        
8/03/2020 ,BATTERY-AGGRAVATED                 
8/02/2020 ,THEFT OVER $500                    
8/05/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
7/06/2020 ,THEFT $500 AND UNDER               
7/31/2020 ,DECEPTIVE PRACTICES                
3/28/2020 ,CRIMINAL DAMAGE TO PROPERTY        
3/25/2020 ,FIELD INTERVIEW                    
3/28/2020 ,BATTERY-DOMESTIC                   
3/28/2020 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
3/28/2020 ,VIOLATION ORDER PROTECTION         
3/29/2020 ,BURGLARY FROM MOTOR VEHICLE        
3/29/2020 ,FRAUD-CREDIT CARD                  
3/30/2020 ,BATTERY-DOMESTIC                   
3/30/2020 ,TRESPASSING                        
3/31/2020 ,HARASSMENT BY ELECTRONIC COMMUNICAT
3/31/2020 ,VIOLATION ORDER PROTECTION         
4/01/2020 ,VOID FILE NUMBER                   
6/01/2020 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
6/02/2020 ,BATTERY-AGGRAVATED                 
6/02/2020 ,BATTERY-AGGRAVATED                 
6/03/2020 ,VOID FILE NUMBER                   
6/04/2020 ,DISORDERLY CONDUCT-ALL OTHER       
6/04/2020 ,WARRANT-IN STATE                   
6/04/2020 ,BATTERY-DOMESTIC                   
6/04/2020 ,BATTERY-DOMESTIC                   
5/22/2020 ,NO REGISTRATION                    
5/23/2020 ,IMPROPER LANE USAGE                
5/23/2020 ,NO FRONT PLATE                     
5/31/2020 ,THEFT OVER $500                    
5/31/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2020 ,BURGLARY                           
6/05/2020 ,CURFEW                             
6/04/2020 ,SEXUAL ABUSE-CRIMINAL              
5/31/2020 ,LOST ARTICLES                      
4/01/2020 ,CRISIS INTERVEN. - SUICIDE ATTEMPT 
4/01/2020 ,ASSIST SICK & INJURED              
4/01/2020 ,MISSING PERSON JUVENILE/FEMALE     
6/02/2020 ,DECEPTIVE PRACTICES                
5/27/2020 ,SEAT BELT-DRIVER & PASSENGER       
6/05/2020 ,VIOLATION ORDER PROTECTION         
6/01/2020 ,CRIMINAL DAMAGE TO PROPERTY        
6/04/2020 ,BATTERY-DOMESTIC                   
6/04/2020 ,DOMESTIC DISPUTE                   
6/04/2020 ,THEFT OVER $500                    
6/05/2020 ,BATTERY-DOMESTIC                   
6/05/2020 ,DEATH INVESTIGATION                
6/03/2020 ,BATTERY                            
6/01/2020 ,CRIMINAL DAMAGE TO PROPERTY        
6/06/2020 ,BATTERY-DOMESTIC                   
6/06/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
6/06/2020 ,THEFT $500 AND UNDER               
5/06/2020 ,THEFT $500 AND UNDER               
6/04/2020 ,FIELD INTERVIEW                    
6/04/2020 ,WARRANT-IN STATE                   
6/06/2020 ,BATTERY-DOMESTIC                   
6/06/2020 ,BATTERY-DOMESTIC                   
3/02/2020 ,SEARCH WARRANT SERVICE             
5/27/2020 ,MISSING PERSON ADULT/FEMALE        
6/09/2020 ,BATTERY-DOMESTIC                   
6/09/2020 ,DECEPTIVE PRACTICES                
6/10/2020 ,ASSAULT-AGGRAVATED                 
6/11/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/29/2020 ,                                   
3/26/2020 ,FIELD INTERVIEW                    
3/25/2020 ,ACCIDENT HIT AND RUN               
3/25/2020 ,ACCIDENT INVOLVING NON-INJURY      
3/28/2020 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
3/20/2020 ,THEFT OVER $500                    
3/29/2020 ,BATTERY-DOMESTIC                   
3/31/2020 ,FOUND ARTICLES                     
3/10/2020 ,ACCIDENT INVOLVING INJURY          
3/10/2020 ,IMPROPER LANE USAGE                
3/14/2020 ,FRAUD-CREDIT CARD                  
3/14/2020 ,THEFT OF LOST/MISLAID PROPERTY     
3/27/2020 ,BATTERY-DOMESTIC                   
3/27/2020 ,BATTERY-AGG DOMESTIC               
3/31/2020 ,SEXUAL-ASSAULT-CRIMINAL            
3/31/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/03/2020 ,WARRANT-IN STATE                   
6/03/2020 ,RESIST/OBS CORRECT/POLICE/FIRE     
5/17/2020 ,CRIMINAL DAMAGE TO PROPERTY        
5/24/2020 ,SPEEDING (RADAR)                   
5/31/2020 ,THEFT $500 AND UNDER               
5/31/2020 ,THEFT-MOTOR VEHICLE                
6/05/2020 ,VOID FILE NUMBER                   
5/20/2020 ,LOST ARTICLES                      
5/27/2020 ,ACCIDENT HIT AND RUN               
5/27/2020 ,ACCIDENT ON PRIVATE PROPERTY       
5/27/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/01/2020 ,FOUND ARTICLES                     
6/02/2020 ,FOUND ARTICLES                     
5/31/2020 ,SWAT DEPLOYMENT                    
11/04/2020,ACCIDENT HIT AND RUN               
11/11/2020,BATTERY-AGG DOMESTIC               
10/31/2020,ACCIDENT INVOLVING NON-INJURY      
10/31/2020,ACCIDENT HIT AND RUN               
11/11/2020,CRIMINAL DAMAGE TO PROPERTY        
11/11/2020,TRESPASS-RESIDENCE                 
10/31/2020,ACCIDENT INVOLVING NON-INJURY      
10/31/2020,ACCIDENT HIT AND RUN               
11/11/2020,NON-CONSENSUAL DISS SEX IMAGES     
12/28/2020,FIELD INTERVIEW                    
3/06/2020 ,UNLAWFUL USE OF I.D.               
1/16/2020 ,AGG DISCHARGE OF FIREARM           
9/19/2020 ,UNLAWFUL USE OF I.D.               
11/21/2020,THEFT OVER $500                    
1/07/2020 ,THEFT-RETAIL                       
1/03/2020 ,FOUND ARTICLES                     
1/08/2020 ,THEFT-IDENTITY                     
1/08/2020 ,DOMESTIC DISPUTE                   
1/06/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/06/2020 ,FAILURE TO REDUCE SPEED            
1/09/2020 ,ACCIDENT INVOLVING NON-INJURY      
1/09/2020 ,LEAVING SCENE PROPERTY DAMAGE      
1/09/2020 ,BATTERY-DOMESTIC                   
1/09/2020 ,BATTERY-DOMESTIC                   
1/09/2020 ,IMPOUNDED VEHICLE                  
1/09/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
1/09/2020 ,ACCIDENT HIT AND RUN               
1/09/2020 ,ACCIDENT ON PRIVATE PROPERTY       
1/09/2020 ,DRIVING UNDER INFLUENCE-DRUGS      
7/31/2020 ,SEARCH WARRANT SERVICE             
7/28/2020 ,SEARCH WARRANT SERVICE             
7/31/2020 ,THEFT-MOTOR VEHICLE                
8/04/2020 ,MISSING PERSON ADULT/MALE          
8/05/2020 ,BURGLARY                           
8/05/2020 ,PEDESTRIAN STOPS                   
9/13/2020 ,VOID FILE NUMBER                   
6/18/2020 ,VOID FILE NUMBER                   
7/07/2020 ,VOID FILE NUMBER                   
8/07/2020 ,VOID FILE NUMBER                   
9/13/2020 ,FOUND ARTICLES                     
9/02/2020 ,IMPROPER LIGHTING/ONE HEADLIGHT    
9/02/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
9/05/2020 ,IMPROPER LIGHTING/ONE HEADLIGHT    
9/08/2020 ,VOID FILE NUMBER                   
9/06/2020 ,SPEEDING (RADAR)                   
9/06/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
9/03/2020 ,SPEEDING (RADAR)                   
9/13/2020 ,DEATH INVESTIGATION                
9/13/2020 ,BURGLARY FROM MOTOR VEHICLE        
9/11/2020 ,ACCIDENT INVOLVING NON-INJURY      
9/11/2020 ,FAILURE TO REDUCE SPEED            
9/08/2020 ,CRISIS INTERVEN. - MENTAL ILLNESS  
9/08/2020 ,BATTERY-DOMESTIC                   
9/03/2020 ,DISOBEY TRAFFIC SIGNAL/RR CROSSING 
9/03/2020 ,SPEEDING (RADAR)                   
9/13/2020 ,SEXUAL-ASSAULT-CRIMINAL            
8/21/2020 ,CRUELTY TO ANIMALS                 
9/14/2020 ,THEFT $500 AND UNDER               
5/31/2020 ,BURGLARY                           
6/05/2020 ,CRIMINAL DAMAGE TO PROPERTY        
6/05/2020 ,AGG DISCHARGE OF FIREARM           
6/05/2020 ,ASSAULT-AGGRAVATED                 
6/05/2020 ,ASSAULT-AGGRAVATED                 
6/07/2020 ,THEFT OF LOST/MISLAID PROPERTY     
6/04/2020 ,MISSING PERSON ADULT/FEMALE        
6/10/2020 ,TRAFFIC SIGN VIOLATION             
6/10/2020 ,IMPOUNDED VEHICLE                  
6/10/2020 ,OPERATE UNINSURED MOTOR VEHICLE    
6/10/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/27/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/27/2020 ,IMPROPER LANE USAGE                
8/01/2020 ,DRIVING UNDER SUSPENDED LICENSE    
8/01/2020 ,IMPOUNDED VEHICLE                  
8/01/2020 ,SPEEDING (RADAR)                   
7/30/2020 ,CRIMINAL DAMAGE TO PROPERTY        
7/30/2020 ,BURGLARY FROM MOTOR VEHICLE        
7/30/2020 ,THEFT-MOTOR VEHICLE                
7/31/2020 ,BATTERY-DOMESTIC                   
7/31/2020 ,BATTERY-DOMESTIC                   
7/28/2020 ,MISSING PERSON ADULT/FEMALE        
8/01/2020 ,NEGLECT & DEPENDENCY OF CHILDREN   
7/30/2020 ,BURGLARY FROM MOTOR VEHICLE        
8/01/2020 ,BATTERY                            
8/01/2020 ,BATTERY                            
8/02/2020 ,ACCIDENT HIT AND RUN               
7/30/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/30/2020 ,FAILURE TO YIELD AT INTERSECTION   
8/01/2020 ,ACCIDENT HIT AND RUN               
7/27/2020 ,ASSAULT                            
7/29/2020 ,SUSPICIOUS PERSON                  
8/03/2020 ,THEFT $500 AND UNDER               
8/01/2020 ,BATTERY-AGG DOMESTIC               
8/04/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/04/2020 ,ACCIDENT HIT AND RUN               
8/04/2020 ,DRIVING UNDER REVOKED LICENSE      
8/04/2020 ,IMPOUNDED VEHICLE                  
8/04/2020 ,LEAVING THE SCENE OF AN ACCIDENT   
8/02/2020 ,FAILURE TO SIGNAL                  
8/03/2020 ,IMPROPER PARKING ON ROADWAY        
8/03/2020 ,FAILURE TO REDUCE SPEED            
8/03/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/03/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/03/2020 ,ACCIDENT INVOLVING INJURY          
8/03/2020 ,ACCIDENT ON PRIVATE PROPERTY       
7/26/2020 ,THEFT $500 AND UNDER               
8/04/2020 ,BATTERY-DOMESTIC                   
8/04/2020 ,UNLAWFUL RESTRAINT                 
8/05/2020 ,BATTERY                            
8/02/2020 ,DISORDERLY CONDUCT                 
8/03/2020 ,THEFT OF LOST/MISLAID PROPERTY     
7/31/2020 ,ACCIDENT INVOLVING NON-INJURY      
7/31/2020 ,IMPROPER LANE USAGE                
7/31/2020 ,ACCIDENT W/NON-VEH PROP DAMAGE     
8/07/2020 ,ACCIDENT INVOLVING NON-INJURY      
8/07/2020 ,FAILURE TO YIELD TURNING LEFT      
8/05/2020 ,ACCIDENT INVOLVING NON-INJURY      
6/03/2020 ,ACCIDENT ON PRIVATE PROPERTY       
6/03/2020 ,ACCIDENT HIT AND RUN               
5/30/2020 ,ACCIDENT INVOLVING BICYLE          
5/30/2020 ,ACCIDENT INVOLVING INJURY          
6/04/2020 ,VIOLATION OF BAIL BOND             
6/04/2020 ,DISORDERLY CONDUCT-ALL OTHER       
6/04/2020 ,ASSAULT-AGGRAVATED                 
6/04/2020 ,THEFT OVER $500                    
6/06/2020 ,BATTERY-DOMESTIC                   
6/07/2020 ,OTHER TROUBLE/INFO RPT             
