Date Occurred ,Crime Description
5/17/2021 ,NO VALID DL DRIVERS LICENSE        
5/17/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/17/2021 ,ACCIDENT ON PRIVATE PROPERTY       
5/17/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
5/18/2021 ,BURGLARY RESIDENTIAL               
5/15/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/03/2021 ,VICIOUS ANIMALS PROHIBITED         
4/07/2021 ,ASSAULT-AGGRAVATED                 
4/07/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/07/2021 ,ASSAULT-AGGRAVATED                 
4/07/2021 ,ASSAULT-AGGRAVATED                 
4/07/2021 ,ASSAULT-AGGRAVATED                 
4/07/2021 ,AGG DISCHARGE OF FIREARM           
3/21/2021 ,FIELD INTERVIEW                    
4/07/2021 ,FIELD INTERVIEW                    
4/03/2021 ,FIELD INTERVIEW                    
4/06/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/06/2021 ,FAILURE TO REDUCE SPEED            
4/08/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/08/2021 ,ACCIDENT HIT AND RUN               
4/08/2021 ,HIT AND RUN                        
4/09/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
4/09/2021 ,NO REGISTRATION                    
4/09/2021 ,DRIVING UNDER SUSPENDED LICENSE    
4/09/2021 ,IMPOUNDED VEHICLE                  
4/07/2021 ,THEFT $500 AND UNDER               
4/07/2021 ,DECEPTIVE PRACTICES                
4/07/2021 ,OTHER INVESTIGATION QUASI-CRIMINAL 
4/09/2021 ,DRIVING UNDER INFLUENCE-DRUGS      
4/09/2021 ,IMPOUNDED VEHICLE                  
4/09/2021 ,DRIVING UNDER REVOKED LICENSE      
4/09/2021 ,TELEPHONE THREAT                   
4/09/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/25/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,BATTERY-DOMESTIC                   
5/16/2021 ,IMPOUNDED VEHICLE                  
5/08/2021 ,BATTERY-AGGRAVATED                 
5/15/2021 ,BATTERY-AGG DOMESTIC               
5/12/2021 ,THEFT $500 AND UNDER               
5/15/2021 ,HARASSMENT BY ELECTRONIC COMMUNICAT
5/16/2021 ,BATTERY-AGG DOMESTIC               
5/16/2021 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
5/14/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/11/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/11/2021 ,ACCIDENT HIT AND RUN               
5/11/2021 ,ACCIDENT ON PRIVATE PROPERTY       
5/16/2021 ,ASSIST OTHER POLICE DEPT           
6/23/2021 ,THEFT OVER $500                    
7/06/2021 ,THEFT $500 AND UNDER               
1/15/2021 ,FIELD INTERVIEW                    
1/16/2021 ,FIELD INTERVIEW                    
2/02/2021 ,BATTERY-AGGRAVATED                 
1/28/2021 ,THEFT OVER $500                    
2/03/2021 ,WARRANT-IN STATE                   
2/06/2021 ,THEFT-MOTOR VEHICLE                
1/29/2021 ,THEFT-RETAIL                       
2/06/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/08/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/08/2021 ,ACCIDENT INVOLVING POLICE VEHICLE  
2/08/2021 ,ACCIDENT ON PRIVATE PROPERTY       
1/31/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/31/2021 ,FAILURE TO YIELD FROM STOP SIGN    
1/22/2021 ,FORGERY                            
2/09/2021 ,BATTERY-DOMESTIC                   
5/26/2021 ,ACCIDENT HIT AND RUN               
5/26/2021 ,ACCIDENT ON PRIVATE PROPERTY       
5/26/2021 ,DEATH INVESTIGATION                
5/27/2021 ,ASSAULT                            
5/27/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,TRESPASS-RESIDENCE                 
5/27/2021 ,DOMESTIC DISPUTE                   
5/26/2021 ,BATTERY-DOMESTIC                   
5/26/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,THEFT OVER $500                    
5/25/2021 ,ROBBERY                            
5/25/2021 ,BATTERY-AGGRAVATED                 
5/25/2021 ,SEXUAL ABUSE-CRIMINAL              
5/27/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/27/2021 ,THEFT $500 AND UNDER               
5/25/2021 ,BURGLARY                           
5/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/15/2021 ,ACCIDENT HIT AND RUN               
4/17/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/24/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/24/2021 ,NO VALID DL DRIVERS LICENSE        
5/30/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
5/30/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/30/2021 ,ACCIDENT HIT AND RUN               
5/28/2021 ,BATTERY-AGG DOMESTIC               
5/28/2021 ,USE OF FORCE BY OFFICER            
5/30/2021 ,BATTERY-DOMESTIC                   
5/29/2021 ,BATTERY-AGGRAVATED                 
5/30/2021 ,BATTERY-DOMESTIC                   
2/13/2021 ,BATTERY-DOMESTIC                   
2/14/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/14/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/14/2021 ,TRESPASS TO LAND/REAL PROPERTY     
2/14/2021 ,USE OF FORCE BY OFFICER            
2/12/2021 ,SUICIDE THREAT-NO ATTEMPT          
2/12/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
2/14/2021 ,BATTERY-DOMESTIC                   
2/14/2021 ,BATTERY-DOMESTIC                   
2/14/2021 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
2/13/2021 ,UNLAWFUL USE OF WEAPONS            
2/13/2021 ,AGG DISCHARGE OF FIREARM           
2/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/08/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/15/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/15/2021 ,DOMESTIC DISPUTE                   
1/25/2021 ,THEFT $500 AND UNDER               
2/18/2021 ,BATTERY-DOMESTIC                   
2/18/2021 ,WARRANT-IN STATE                   
2/04/2021 ,SPEEDING (RADAR)                   
2/04/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
4/09/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/12/2021 ,FOUND ARTICLES                     
4/10/2021 ,BATTERY-AGGRAVATED                 
4/10/2021 ,HATE CRIME                         
4/10/2021 ,BATTERY-AGGRAVATED                 
4/11/2021 ,THEFT OVER $500                    
3/31/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/31/2021 ,ACCIDENT HIT AND RUN               
4/03/2021 ,SPEEDING (RADAR)                   
3/27/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
3/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
3/27/2021 ,ACCIDENT HIT AND RUN               
4/13/2021 ,THEFT-IDENTITY                     
4/14/2021 ,DISORDERLY CONDUCT-ALL OTHER       
4/15/2021 ,BATTERY-DOMESTIC                   
4/15/2021 ,WARRANT-IN STATE                   
4/14/2021 ,BATTERY-DOMESTIC                   
4/14/2021 ,CRISIS INTERVEN. - DOMESTIC TROUBLE
4/14/2021 ,BATTERY-DOMESTIC                   
1/28/2021 ,THEFT-MOTOR VEHICLE                
4/11/2021 ,ACCIDENT ON PRIVATE PROPERTY       
4/11/2021 ,ACCIDENT INVOLVING INJURY          
5/30/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/30/2021 ,POSSESSION OF STOLEN FIREARM       
6/01/2021 ,WARRANT-IN STATE                   
6/03/2021 ,DRIVING UNDER REVOKED LICENSE      
6/03/2021 ,DEL/POSS W/INTENT DELIVER METH     
6/03/2021 ,WARRANT-IN STATE                   
6/03/2021 ,WARRANT-IN STATE                   
6/03/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
6/03/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
6/03/2021 ,IMPOUNDED VEHICLE                  
6/01/2021 ,BATTERY                            
6/03/2021 ,THEFT $500 AND UNDER               
6/03/2021 ,SEXUAL ABUSE-CRIMINAL              
6/04/2021 ,IMPOUNDED VEHICLE                  
6/04/2021 ,NO VALID DL DRIVERS LICENSE        
2/06/2021 ,ASSAULT-AGGRAVATED                 
2/06/2021 ,BATTERY                            
2/06/2021 ,BATTERY                            
2/06/2021 ,ASSAULT-AGGRAVATED                 
2/05/2021 ,DOMESTIC DISPUTE                   
2/05/2021 ,DOMESTIC DISPUTE                   
2/03/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/03/2021 ,FAILURE TO REDUCE SPEED            
1/29/2021 ,ACCIDENT INVOLVING NON-INJURY      
1/29/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
1/29/2021 ,TRAFFIC SIGN VIOLATION             
2/07/2021 ,SUICIDE THREAT-NO ATTEMPT          
2/07/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
1/31/2021 ,FIELD INTERVIEW                    
2/09/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/09/2021 ,IMPROPER TURN-NOT AT INTERSECTION  
2/09/2021 ,VIOLATION ORDER PROTECTION         
2/09/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/03/2021 ,OTHER TROUBLE/INFO RPT             
4/01/2021 ,IMPROPER LANE USAGE                
4/01/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/03/2021 ,TRESPASS TO LAND/REAL PROPERTY     
3/31/2021 ,FAILURE TO YIELD AT INTERSECTION   
3/31/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/05/2021 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
4/05/2021 ,THEFT OVER $500                    
4/05/2021 ,THEFT-MOTOR VEHICLE                
4/05/2021 ,RECKLESS DRIVING                   
4/05/2021 ,USE OF FORCE BY OFFICER            
4/05/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
4/05/2021 ,BATTERY-DOMESTIC                   
4/07/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
4/07/2021 ,IMPOUNDED VEHICLE                  
4/06/2021 ,VIOLATION ORDER PROTECTION         
2/20/2021 ,THEFT $500 AND UNDER               
4/07/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/07/2021 ,HEROIN OVERDOSE                    
3/30/2021 ,FIELD INTERVIEW                    
4/07/2021 ,THEFT $500 AND UNDER               
2/06/2021 ,THEFT $500 AND UNDER               
3/31/2021 ,BATTERY-AGGRAVATED                 
3/31/2021 ,ROBBERY                            
4/08/2021 ,CRIMINAL DAMAGE GOVT SUPPORT PROP  
5/21/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/23/2021 ,THEFT $500 AND UNDER               
5/10/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/26/2021 ,DOMESTIC DISPUTE                   
5/26/2021 ,DOMESTIC DISPUTE                   
5/27/2021 ,FOUND ARTICLES                     
3/12/2021 ,LOST DRIVERS LICENSE/PLATE         
5/21/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/21/2021 ,ACCIDENT HIT AND RUN               
5/28/2021 ,WARRANT-IN STATE                   
5/28/2021 ,BATTERY-DOMESTIC                   
5/29/2021 ,IMPOUNDED VEHICLE                  
5/29/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/29/2021 ,ACCIDENT INVOLVING INJURY          
5/29/2021 ,NO VALID DL DRIVERS LICENSE        
5/03/2021 ,KEEPING DANGEROUS ANIMALS          
6/29/2021 ,BATTERY-AGGRAVATED                 
6/29/2021 ,BATTERY-AGGRAVATED                 
6/29/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/29/2021 ,CRISIS INTERVEN. - OTHER           
7/06/2021 ,FAILURE TO REDUCE SPEED            
7/06/2021 ,ACCIDENT INVOLVING INJURY          
7/06/2021 ,NO VALID DL DRIVERS LICENSE        
2/02/2021 ,INTERFER W/REPORT DOM VIOLENCE     
2/02/2021 ,BATTERY-DOMESTIC                   
1/29/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
1/29/2021 ,FIELD INTERVIEW                    
1/26/2021 ,FIELD INTERVIEW                    
2/02/2021 ,DECEPTIVE PRACTICES                
2/07/2021 ,AGG DISCHARGE OF FIREARM           
2/08/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
2/08/2021 ,FOUND ARTICLES                     
2/03/2021 ,ACCIDENT HIT AND RUN               
2/03/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/04/2021 ,LOST DRIVERS LICENSE/PLATE         
2/04/2021 ,LOST ARTICLES                      
2/10/2021 ,FIELD INTERVIEW                    
2/10/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
2/09/2021 ,WARRANT-IN STATE                   
2/09/2021 ,FIELD INTERVIEW                    
2/09/2021 ,CRISIS INTERVEN. - OTHER           
2/05/2021 ,BURGLARY FROM MOTOR VEHICLE        
2/10/2021 ,BATTERY-AGG DOMESTIC               
2/10/2021 ,ASSAULT                            
5/30/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/30/2021 ,RECKLESS DISCHARGE OF A FIREARM    
5/31/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/25/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/27/2021 ,BREAKING & ENTERING                
5/27/2021 ,THEFT $500 AND UNDER               
6/01/2021 ,CRIMINAL DAMAGE TO PROPERTY        
6/01/2021 ,AGG DISCHARGE OF FIREARM           
5/21/2021 ,BATTERY-AGGRAVATED                 
5/31/2021 ,THEFT OF MOTOR VEH PARTS & ACCESS  
2/02/2021 ,OBSTRUCTED REG/IMPROP DISPLAY      
2/02/2021 ,MUFFLER VIOLATION                  
2/06/2021 ,DECEPTIVE PRACTICES                
2/11/2021 ,BATTERY-AGG DOMESTIC               
2/11/2021 ,BATTERY-AGG DOMESTIC               
2/11/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/13/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/13/2021 ,FAILURE TO REDUCE SPEED            
2/14/2021 ,BATTERY-DOMESTIC                   
2/13/2021 ,FORGERY                            
2/13/2021 ,DEATH INVESTIGATION                
2/13/2021 ,OTHER TROUBLE/INFO RPT             
2/13/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/13/2021 ,FAILURE TO REDUCE SPEED            
2/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/15/2021 ,IMPROPER LANE USAGE-ONE-WAY ST     
2/15/2021 ,BATTERY-DOMESTIC                   
2/15/2021 ,BATTERY-DOMESTIC                   
2/15/2021 ,BATTERY-DOMESTIC                   
2/02/2021 ,UNLAWFUL USE OF I.D.               
5/27/2021 ,UNLAWFUL USE OF WEAPONS            
5/29/2021 ,INTERFER W/REPORT DOM VIOLENCE     
5/29/2021 ,BATTERY-DOMESTIC                   
5/29/2021 ,BATTERY-DOMESTIC                   
5/29/2021 ,AGG DISCHARGE OF FIREARM           
5/29/2021 ,ASSAULT-AGGRAVATED                 
5/31/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/31/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/31/2021 ,ACCIDENT ON PRIVATE PROPERTY       
5/31/2021 ,IMPOUNDED VEHICLE                  
5/29/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/29/2021 ,ACCIDENT INVOLVING INJURY          
5/29/2021 ,FAILURE TO REDUCE SPEED            
5/29/2021 ,AGG DISCHARGE OF FIREARM           
5/29/2021 ,ASSAULT-AGGRAVATED                 
5/29/2021 ,ASSAULT-AGGRAVATED                 
5/28/2021 ,BATTERY-DOMESTIC                   
5/29/2021 ,BURGLARY                           
5/29/2021 ,SUICIDE ATTEMPT/CUTTING            
5/29/2021 ,CRISIS INTERVEN. - DRUGS           
5/29/2021 ,SUICIDE ATTEMPT/DRUGS              
5/29/2021 ,OTHER TROUBLE/INFO RPT             
6/01/2021 ,DOMESTIC DISPUTE                   
6/01/2021 ,DOMESTIC DISPUTE                   
6/01/2021 ,ASSAULT-AGGRAVATED                 
6/01/2021 ,ASSAULT-AGGRAVATED                 
5/31/2021 ,ASSIST OTHER POLICE DEPT           
5/28/2021 ,AGG DISCHARGE OF FIREARM           
6/04/2021 ,ACCIDENT INVOLVING NON-INJURY      
6/04/2021 ,FAILURE TO REDUCE SPEED            
6/04/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/21/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/21/2021 ,ACCIDENT HIT AND RUN               
5/21/2021 ,ACCIDENT ON PRIVATE PROPERTY       
6/04/2021 ,ASSAULT-AGGRAVATED                 
6/04/2021 ,BATTERY-AGG DOMESTIC               
6/04/2021 ,UNLAWFUL USE OF WEAPONS            
6/06/2021 ,RECKLESS DISCHARGE OF A FIREARM    
6/06/2021 ,ROBBERY-ARMED                      
6/06/2021 ,MOB ACTION                         
6/06/2021 ,BATTERY-DOMESTIC                   
6/06/2021 ,WARRANT-IN STATE                   
6/06/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
6/06/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
6/05/2021 ,CRISIS INTERVEN. - ALCOHOL         
6/05/2021 ,FIELD INTERVIEW                    
5/18/2021 ,FIELD INTERVIEW                    
5/18/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
6/06/2021 ,KEEPING DANGEROUS ANIMALS          
6/08/2021 ,THEFT $500 AND UNDER               
6/08/2021 ,THEFT OVER $500                    
6/08/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
6/08/2021 ,CONTROLLED SUBSTANCE-LOOK-ALIKE    
6/07/2021 ,RUNAWAY - MINOR REQUIRE AUTH INTER 
1/02/2021 ,CRIMINAL DAMAGE TO PROPERTY        
1/02/2021 ,BURGLARY                           
1/02/2021 ,HEROIN OVERDOSE                    
2/09/2021 ,DEL/MANUF CANNABIS OVER 30 G -FEL  
2/09/2021 ,DELIVERY CONTROLLED SUB            
2/09/2021 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
2/05/2021 ,FIELD INTERVIEW                    
2/04/2021 ,FIELD INTERVIEW                    
2/03/2021 ,TRAFFIC SIGNAL VIOLATION           
2/09/2021 ,PREDATORY CRIM SEX ASSAULT OF CHILD
4/06/2021 ,IMPOUNDED VEHICLE                  
4/06/2021 ,ACCIDENT HIT AND RUN               
4/06/2021 ,ACCIDENT INVOLVING INJURY          
3/29/2021 ,ACCIDENT INVOLVING INJURY          
4/02/2021 ,ASSAULT-AGGRAVATED                 
4/02/2021 ,DISORDERLY CONDUCT-ALL OTHER       
4/05/2021 ,DISPOSAL ON PUBLIC WAYS            
4/05/2021 ,BURGLARY RESIDENTIAL               
4/06/2021 ,TRESPASS TO LAND/REAL PROPERTY     
4/06/2021 ,RESIST/OBS CORRECT/POLICE/FIRE     
4/06/2021 ,USE OF FORCE BY OFFICER            
2/02/2021 ,DECEPTIVE PRACTICES                
4/06/2021 ,DELIVERY CONTROLLED SUB            
4/06/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
4/06/2021 ,SEARCH WARRANT SERVICE             
4/06/2021 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
4/07/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/07/2021 ,USE OF FORCE BY OFFICER            
4/04/2021 ,BURGLARY RESIDENTIAL               
4/05/2021 ,FIELD INTERVIEW                    
4/05/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
3/24/2021 ,FIELD INTERVIEW                    
4/05/2021 ,RESIST/OBS CORRECT/POLICE/FIRE     
4/05/2021 ,C.P.D. DAMAGED APPAREL             
4/04/2021 ,AGG DISCHARGE OF FIREARM           
4/04/2021 ,FIELD INTERVIEW                    
4/06/2021 ,BATTERY-DOMESTIC                   
4/06/2021 ,BATTERY-DOMESTIC                   
4/06/2021 ,VIOLATION OF BAIL BOND             
4/06/2021 ,WARRANT-IN STATE                   
4/06/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/06/2021 ,TRESPASS TO LAND/REAL PROPERTY     
4/07/2021 ,BATTERY-AGGRAVATED                 
4/07/2021 ,AGG DISCHARGE OF FIREARM           
4/03/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
4/08/2021 ,ACCIDENT HIT AND RUN               
4/08/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/08/2021 ,IMPOUNDED VEHICLE                  
4/06/2021 ,BATTERY-DOMESTIC                   
4/06/2021 ,DECEPTIVE PRACTICES                
5/26/2021 ,ROBBERY                            
1/22/2021 ,UNLAWFUL USE OF I.D.               
3/20/2021 ,UNLAWFUL USE OF I.D.               
5/27/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,VIOLATION OF BAIL BOND             
5/27/2021 ,BATTERY-DOMESTIC                   
5/27/2021 ,BATTERY-DOMESTIC                   
5/23/2021 ,TRESPASS TO LAND/REAL PROPERTY     
5/22/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/27/2021 ,BATTERY-AGGRAVATED                 
5/26/2021 ,ACCIDENT HIT AND RUN               
4/05/2021 ,BATTERY-DOMESTIC                   
4/03/2021 ,BATTERY-DOMESTIC                   
4/03/2021 ,BATTERY-DOMESTIC                   
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,AGG DISCHARGE OF FIREARM           
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,BATTERY-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/03/2021 ,ASSAULT-AGGRAVATED                 
4/02/2021 ,BATTERY-DOMESTIC                   
4/01/2021 ,ACCIDENT ON PRIVATE PROPERTY       
4/01/2021 ,ACCIDENT INVOLVING NON-INJURY      
4/01/2021 ,ACCIDENT HIT AND RUN               
4/03/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/05/2021 ,THEFT-MOTOR VEHICLE                
4/05/2021 ,THEFT $500 AND UNDER               
4/05/2021 ,OTHER EQUIPMENT VIOLATIONS         
1/05/2021 ,CONTROLLED SUBSTANCE-POSSESSION    
4/05/2021 ,CRIMINAL DAMAGE TO PROPERTY        
4/06/2021 ,DOMESTIC DISPUTE                   
4/06/2021 ,DOMESTIC DISPUTE                   
4/06/2021 ,THEFT $500 AND UNDER               
4/06/2021 ,VIOLATION CIVIL NO CONTACT ORD     
3/20/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/15/2021 ,BATTERY-AGG DOMESTIC               
2/12/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/12/2021 ,ACCIDENT W/NON-VEH PROP DAMAGE     
2/12/2021 ,ACCIDENT ON PRIVATE PROPERTY       
2/12/2021 ,IMPROPER LANE USAGE                
2/07/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/07/2021 ,ACCIDENT INVOLVING OTHER CITY PROP 
2/17/2021 ,OTHER TRAFFIC RELATED INCIDENTS    
2/17/2021 ,VIOLATION ORDER PROTECTION         
2/16/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/16/2021 ,ACCIDENT HIT AND RUN               
2/16/2021 ,LEAVING THE SCENE OF AN ACCIDENT   
2/16/2021 ,IMPOUNDED VEHICLE                  
2/16/2021 ,IMPROPER BACKING                   
2/02/2021 ,TRAFFIC SIGNAL VIOLATION           
2/18/2021 ,FIELD INTERVIEW                    
1/24/2021 ,RETAIL THEFT                       
2/15/2021 ,FIELD INTERVIEW                    
2/17/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/17/2021 ,FAILURE TO YIELD AT INTERSECTION   
4/07/2021 ,THEFT $500 AND UNDER               
4/07/2021 ,BATTERY-AGGRAVATED                 
4/09/2021 ,CRISIS INTERVEN. - SUICIDE IDEATION
4/11/2021 ,CRISIS INT - SUICIDE THREAT/ATTEMPT
4/11/2021 ,SUICIDE THREAT-NO ATTEMPT          
4/07/2021 ,DEATH INVESTIGATION                
4/08/2021 ,ASSAULT-AGGRAVATED                 
4/08/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
4/12/2021 ,FAILURE TO REDUCE SPEED            
5/29/2021 ,FAILURE TO YIELD FROM STOP SIGN    
5/29/2021 ,AGG DISCHARGE OF FIREARM           
5/29/2021 ,ASSAULT-AGGRAVATED                 
5/27/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
5/27/2021 ,ACCIDENT INVOLVING NON-INJURY      
5/27/2021 ,FAILURE TO YIELD FROM STOP SIGN    
5/20/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/26/2021 ,CRISIS INTERVEN. - MENTAL ILLNESS  
5/30/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/30/2021 ,BURGLARY FROM MOTOR VEHICLE        
5/30/2021 ,BURGLARY                           
5/30/2021 ,CRIMINAL DAMAGE TO PROPERTY        
5/31/2021 ,ASSIST COUNTY POLICE               
2/11/2021 ,BATTERY-DOMESTIC                   
2/01/2021 ,STREET RACING                      
2/11/2021 ,BURGLARY FROM MOTOR VEHICLE        
2/14/2021 ,IMPOUNDED VEHICLE                  
2/14/2021 ,DRIVING UNDER SUSPENDED LICENSE    
2/05/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/05/2021 ,ACCIDENT HIT AND RUN               
2/05/2021 ,FAILURE TO REDUCE SPEED            
2/12/2021 ,ACCIDENT INVOLVING INJURY          
2/12/2021 ,FAILURE TO REDUCE SPEED            
2/14/2021 ,BREATH ALCOHOL OVER LIMIT          
2/14/2021 ,IMPOUNDED VEHICLE                  
2/14/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/14/2021 ,FLEEING OR ATTEMPT TO ELUDE POLICE 
2/14/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
2/14/2021 ,DRIVING UNDER THE INFL-ALCOHOL     
2/14/2021 ,FAILURE TO REDUCE SPEED            
2/12/2021 ,PROPERTY FORFEITURE-MAINTAIN PUBLIC
2/12/2021 ,ASSIST OTHER POLICE DEPT           
2/12/2021 ,HOME INVASION                      
2/12/2021 ,AGGR UNLAWFUL USE OF WEAPON        
2/12/2021 ,BATTERY-AGG DOMESTIC               
2/12/2021 ,UNLAWFUL POSS/USE WEAPON BY FELON  
2/12/2021 ,BATTERY-AGGRAVATED                 
2/12/2021 ,USE OF FORCE BY OFFICER            
2/12/2021 ,CRIMINAL DAMAGE TO PROPERTY        
2/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/15/2021 ,ACCIDENT HIT AND RUN               
2/14/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/14/2021 ,FAILURE TO YIELD TURNING LEFT      
2/14/2021 ,DOMESTIC DISPUTE                   
2/14/2021 ,DOMESTIC DISPUTE                   
2/15/2021 ,IMPOUNDED VEHICLE                  
2/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/15/2021 ,ACCIDENT INVOLVING TRAIN           
2/15/2021 ,NO VALID DL DRIVERS LICENSE        
2/15/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
2/15/2021 ,FAILURE TO REDUCE SPEED            
2/15/2021 ,ACCIDENT INVOLVING NON-INJURY      
2/15/2021 ,FAILURE TO REDUCE SPEED            
2/01/2021 ,STREET RACING                      
1/15/2021 ,OPERATE UNINSURED MOTOR VEHICLE    
1/15/2021 ,DRIVING UNDER REVOKED LICENSE      
1/15/2021 ,IMPROPER USE OF SIGNAL             
2/18/2021 ,WARRANT-IN STATE                   
5/28/2021 ,ASSAULT-AGGRAVATED                 
